sep=,

"Intel(R) Advisor Command Line Tool
Copyright (C) 2009-2019 Intel Corporation. All rights reserved."
"Survey Data version=1.1.0","delimiter=,"

"ID","Is Vectorized","Function Call Sites and Loops","Loop Annotation","Performance Issues","Total Time Percent","Total Time","Self Time Percent","Self Time","Total Elapsed Time","Self Elapsed Time","Type","Nesting Level","Loop Height","Max Depth","Parent ID","Compute Instructions","Memory Instructions","Total Instructions","Loop Function ID","Efficiency Confidence","Is Compiler Vector Length","Architecture","First Child","Function Instance Type","Loop Name","Source Full Path","Line","source_size","Unique Index","Is System Module","Thread","Issue Ids","Mangled Name","CFG No Index Register","CFG No Loop Step","CFG Index Modified In Body","CFG Jumps Outside","Transformation Ids","Library Name","key_column","Metadata Types","Why No Vectorization","Vector ISA","Efficiency","Gain Estimate","Vector Length","Compiler Estimated Gain","Self GFLOPS","Total GFLOPS","Self AI","Total Arithmetic Intensity","FP Mask Utilization","Self GINTOPS","Total GINTOPS","Self INT AI","Total INT AI","Int Mask Utilization","Self Giga OPS","Total Giga OPS","Self Overall AI","Total Overall AI","Mask Utilization","Self GFLOP","Self GINTOP","Total GINTOP","Self Giga OP","Total Giga OP","Self Memory GB","Self GB/s","Self L2 GB","Total L2 GB","Self L2 Loaded GB","Self L2 Stored GB","Total L2 Loaded GB","Total L2 Stored GB","Self L3 GB","Total L3 GB","Self L3 Loaded GB","Self L3 Stored GB","Total L3 Loaded GB","Total L3 Stored GB","Self L4 GB","Total L4 GB","Self L4 Loaded GB","Self L4 Stored GB","Total L4 Loaded GB","Total L4 Stored GB","Self DRAM GB","Total DRAM GB","Self DRAM Loaded GB","Self DRAM Stored GB","Total DRAM Loaded GB","Total DRAM Stored GB","Average Trip Count","Min Trip Count","Max Trip Count","Call Count","Iteration Duration","Loop Instance Total Time","Trip Count Total","Trip Count Reliable","Traits","Data Types","Number of Vector Registers","Vector Widths","Instruction Sets","Used Stack Instructions","Transformations","Multiversion Type","Multiversion","Unroll Factor","Multi-Pumping Factor","Vectorization Details","Optimization Details","Vectorization Trip Count Type","HLO Unroll Type","Compilation Flags","Compiler Name","Compiler Version","Vectorization Message Code","Vectorization Overhead","Loop Overrides","Main Vectorization Type","Source Location","Module","Thread Count","Offload Private","Offload Shared","Offload Host To Device","Offload Device To Host","Dynamic func_inst","Dynamic compute","Dynamic int_compute","Dynamic sp_compute","Dynamic dp_compute","Dynamic memory","Dynamic all_instructions","Dynamic vector_compute","Dynamic vector_memory","Dynamic sse_vector_compute","Dynamic avx_vector_compute","Dynamic avx2_vector_compute","Dynamic avx512_vector_compute","Dynamic avx512phi_vector_compute","Dynamic fma_vector_compute","Dynamic x86_scalar_compute","Dynamic x87_scalar_compute","Dynamic sse_scalar_compute","Dynamic avx_scalar_compute","Dynamic avx2_scalar_compute","Dynamic avx512_scalar_compute","Dynamic fma_scalar_compute","Dynamic sse_vector_memory","Dynamic avx_vector_memory","Dynamic avx2_vector_memory","Dynamic avx512_vector_memory","Dynamic avx512phi_vector_memory","Dynamic x86_scalar_memory","Dynamic x87_scalar_memory","Dynamic sse_scalar_memory","Dynamic avx_scalar_memory","Dynamic avx2_scalar_memory","Dynamic avx512_scalar_memory","Dynamic loads","Dynamic stores","Dynamic loaded_bytes","Dynamic stored_bytes","Dynamic compute_with_memory","Dynamic int_compute_with_memory","Dynamic sp_compute_with_memory","Dynamic dp_compute_with_memory","Dynamic vector_compute_with_memory","Dynamic sse_vector_compute_with_memory","Dynamic avx_vector_compute_with_memory","Dynamic avx2_vector_compute_with_memory","Dynamic avx512_vector_compute_with_memory","Dynamic avx512phi_vector_compute_with_memory","Dynamic fma_vector_compute_with_memory","Dynamic x86_scalar_compute_with_memory","Dynamic x87_scalar_compute_with_memory","Dynamic sse_scalar_compute_with_memory","Dynamic avx_scalar_compute_with_memory","Dynamic avx2_scalar_compute_with_memory","Dynamic avx512_scalar_compute_with_memory","Dynamic fma_scalar_compute_with_memory","Dynamic add","Dynamic mul","Dynamic sub","Dynamic div","Dynamic sad","Dynamic min","Dynamic avg","Dynamic max","Dynamic abs","Dynamic sign","Dynamic sqrt","Dynamic fma","Dynamic reccp","Dynamic scale","Dynamic vpconflict","Dynamic vplzcnt","Dynamic call"
"","[x]","[loop in sflux_force_x at DLMUSN.f90:4671]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","11","75","","","","373","0","1","2","","2","sflux_force_x","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","4671","0","3","0","0","0","[Loop at line 4671 in sflux_force_x]","","","","","0","","373","3477","","","100","2.00x","2","2.00x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","32","DLMUSN.f90:4671","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in sflux_force_x at DLMUSN.f90:4671]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","11","75","","","","374","0","1","2","","2","sflux_force_x","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","4671","0","3","0","0","0","[Loop at line 4671 in sflux_force_x]","","","","","0","","374","3477","","","55","2.20x","4","2.20x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Unrolled","0","","2","","","LOOP WAS UNROLLED BY 2","3","2","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","32","DLMUSN.f90:4671","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","[loop in sflux_force_x at DLMUSN.f90:4671]","-1","","0","n/a","0","n/a","n/a","n/a","Remainder Completely Unrolled","0","0","11","75","","","","375","","","2","","2","sflux_force_x","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","4671","0","3","0","0","0","[Loop at line 4671 in sflux_force_x]","","","","","0","","375","3157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","3","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 3","0","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","1","DLMUSN.f90:4671","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in sflux_force_x at DLMUSN.f90:4671]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","11","75","","","","376","0","1","2","","2","sflux_force_x","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","4671","0","3","0","0","0","[Loop at line 4671 in sflux_force_x]","","","","","0","","376","3477","","","325","6.50x","2","6.50x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.34375","0","32","DLMUSN.f90:4671","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in slicwy at DLMUSN.f90:8955]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","154","","","","377","0","1","2","","2","slicwy","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","8955","0","3","0","0","0","[Loop at line 8955 in slicwy]","","","","","0","","377","3477","","","129.5","2.59x","2","2.59x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.0625","0","32","DLMUSN.f90:8955","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","[loop in sourcew at DLMUSN.f90:10411]","-1","","0","n/a","0","n/a","n/a","n/a","Scalar Completely Unrolled","0","0","9","379","","","","378","","1","2","","2","sourcew","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","10411","0","3","0","0","0","[Loop at line 10411 in sourcew]","","","","","1","","378","3221","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop; Interchanged","0","","2","","","LOOP WAS INTERCHANGED; LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 2","2","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","15335","0.8125","0","32","DLMUSN.f90:10411","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in sources at DLMUSN.f90:6465]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","116","","","","380","0","1","2","","2","sources","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","6465","0","3","0","0","0","[Loop at line 6465 in sources]","","","","","0","","380","3477","","","85","1.70x","2","1.70x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","32","DLMUSN.f90:6465","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in sources at DLMUSN.f90:6465]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","116","","","","381","0","1","2","","2","sources","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","6465","0","3","0","0","0","[Loop at line 6465 in sources]","","","","","0","","381","3477","","","89","1.78x","2","1.78x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","Unaligned Access in Vector Loop","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.101562","0","32","DLMUSN.f90:6465","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","[loop in sources at DLMUSN.f90:6465]","-1","","0","n/a","0","n/a","n/a","n/a","Scalar Completely Unrolled","0","0","10","116","","","","382","","1","2","","2","sources","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","6465","0","3","0","0","0","[Loop at line 6465 in sources]","","","","","0","","382","3221","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","2","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 2","2","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","15335","1.5","0","32","DLMUSN.f90:6465","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in wflux_force_x at DLMUSN.f90:9893]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","11","143","","","","383","0","1","2","","2","wflux_force_x","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","9893","0","3","0","0","0","[Loop at line 9893 in wflux_force_x]","","","","","0","","383","3477","","","84","1.68x","2","1.68x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.21875","0","32","DLMUSN.f90:9893","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in slicsx at DLMUSN.f90:2327]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","68","","","","385","0","1","2","","2","slicsx","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","2327","0","3","0","0","0","[Loop at line 2327 in slicsx]","","","","","0","","385","3477","","","60","2.40x","4","2.40x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","2","","Unaligned Access in Vector Loop","LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 2","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","32","DLMUSN.f90:2327","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in slicsy at DLMUSN.f90:4080]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","92","","","","386","0","1","2","","2","slicsy","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","4080","0","3","0","0","0","[Loop at line 4080 in slicsy]","","","","","0","","386","3477","","","60","2.40x","4","2.40x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","2","","Unaligned Access in Vector Loop","LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 2","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","32","DLMUSN.f90:4080","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","[loop in sources at DLMUSN.f90:5469]","-1","","0","n/a","0","n/a","n/a","n/a","Scalar Completely Unrolled","0","0","10","109","","","","387","","1","2","","2","sources","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","5469","0","3","0","0","0","[Loop at line 5469 in sources]","","","","","0","","387","3221","vectorization possible but seems inefficient. Use vector always directive or -vec-threshold0 to override ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","8","","","LOOP WAS DISTRIBUTED, CHUNK 2; LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 8","2","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","15335","","0","4","DLMUSN.f90:5469","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in slicwy at DLMUSN.f90:8967]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","154","","","","388","0","1","2","","2","slicwy","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","8967","0","3","0","0","0","[Loop at line 8967 in slicwy]","","","","","0","","388","3477","","","129.5","2.59x","2","2.59x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.0625","0","32","DLMUSN.f90:8967","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in sflux_force_y at DLMUSN.f90:4860]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","11","95","","","","391","0","1","2","","2","sflux_force_y","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","4860","0","3","0","0","0","[Loop at line 4860 in sflux_force_y]","","","","","0","","391","3477","","","46.25","1.85x","4","1.85x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","2","","Unaligned Access in Vector Loop","LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 2","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.3125","0","32","DLMUSN.f90:4860","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in solvesources at DLMUSN.f90:6899]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","11","126","","","","392","0","1","2","","2","solvesources","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","6899","0","3","0","0","0","[Loop at line 6899 in solvesources]","","","","","2","","392","3477","","","74","1.48x","2","1.48x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop; Fused","0","","","","Unaligned Access in Vector Loop","LOOP WAS FUSED; LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.28125","0","32","DLMUSN.f90:6899","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in slicwy at DLMUSN.f90:9174]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","154","","","","393","0","1","2","","2","slicwy","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","9174","0","3","0","0","0","[Loop at line 9174 in slicwy]","","","","","0","","393","3477","","","40","1.60x","4","1.60x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","Unaligned Access in Vector Loop","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","1.5","0","32","DLMUSN.f90:9174","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in sources at DLMUSN.f90:6651]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","116","","","","394","0","1","2","","2","sources","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","6651","0","3","0","0","0","[Loop at line 6651 in sources]","","","","","0","","394","3477","","","75","1.50x","2","1.50x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.0859375","0","32","DLMUSN.f90:6651","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in slicsx at DLMUSN.f90:2517]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","68","","","","395","0","1","2","","2","slicsx","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","2517","0","3","0","0","0","[Loop at line 2517 in slicsx]","","","","","0","","395","3477","","","60","2.40x","4","2.40x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","2","","Unaligned Access in Vector Loop","LOOP CONTAINS COMPLETELY UNROLLED LOOP BY 2","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","32","DLMUSN.f90:2517","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in wflux_force_x at DLMUSN.f90:9695]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","11","143","","","","396","0","1","2","","2","wflux_force_x","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","9695","0","3","0","0","0","[Loop at line 9695 in wflux_force_x]","","","","","0","","396","3477","","","84","1.68x","2","1.68x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.21875","0","32","DLMUSN.f90:9695","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in wflux_force_y at DLMUSN.f90:10210]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","11","153","","","","397","0","1","2","","2","wflux_force_y","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","10210","0","3","0","0","0","[Loop at line 10210 in wflux_force_y]","","","","","0","","397","3477","","","84","1.68x","2","1.68x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","0.21875","0","32","DLMUSN.f90:10210","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in slicwx at DLMUSN.f90:8077]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","140","","","","398","0","1","2","","2","slicwx","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","8077","0","3","0","0","0","[Loop at line 8077 in slicwx]","","","","","0","","398","3477","","","100","2.00x","2","2.00x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","32","DLMUSN.f90:8077","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","[x]","[loop in slicsy at DLMUSN.f90:3771]","-1","","0","n/a","0","n/a","n/a","n/a","Vectorized (Body) Completely Unrolled","0","0","10","92","","","","399","0","1","2","","2","slicsy","/lustrehome/home/s.b.j.thorpe/DLMUSN/profile/src/DLMUSN.f90","3771","16","3","0","0","0","[Loop at line 3771 in slicsy]","","","","","0","","399","3477","","","121.5","2.43x","2","2.43x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contains Completely Unrolled Loop","0","","","","","LOOP CONTAINS COMPLETELY UNROLLED LOOP","3","1","-g -O3 -xhost -c","Intel(R) Fortran Intel(R) 64 Compiler for applications running on Intel(R) 64, ","19.0.5.281 Build 20190815
","","","0","32","DLMUSN.f90:3771","DLMUSN","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
